country_code;year;gear_type;metier;mismatch;;Count of mismatch;Column Labels;;;;;;;;;;;
PRT;2019;LLS;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;GTR;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;OTM;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2014;HMD;HMS_SWD_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;OTM;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;GTR;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LTL;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHP;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2016;GTN;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;OTT;OTB_CRU_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTR;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
BGR;2016;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2018;DRB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;LTL;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;GTR;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LLS;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GTR;GNS_DEF_50-70_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GTN;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2018;FPO;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2014;LHP;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GNS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;LLD;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GNC;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;OTT;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2021;PTB;OTB_CEP_70-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTB;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LTL;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;LTL;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTN;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LLS;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2015;GTR;GNS_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHP;MIS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GTN;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;PTB;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;LHP;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;LLS;LLD_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;OTM;OTB_DEF_32-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;LHP;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLS;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;GTR;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2020;HMD;HMS_SWD_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GTN;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;DRB;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;OTB;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GNS;PS_SPF_>=14_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHP;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2020;FYK;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;TBB;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2018;FPO;GTR_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;FPO;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTR;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GNC;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;SDN;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;OTM;OTB_CRU_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GNS;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;OTT;OTB_MCD_90-99_1_140;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GNS;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;GND;GNS_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;OTB;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LLS;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;FPO;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;OTB;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2019;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHP;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2019;NK;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2014;GNC;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;OTB;OTM_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;OTB;PTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;PS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;PTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2021;LLS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;LHP;FPO_CRU_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GTN;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;GTR;GNS_SPF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;FPO;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2018;SB;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;LHM;LHP_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2020;GNC;GNS_SPF_50-70_0_0;#VALUE!;;;;;;;;;;;;;;
POL;2020;GTR;GNS_ANA_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2022;GTN;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTN;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;LHP;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2020;PTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;OTB;PTM_SPF_32-39_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;LLS;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LTL;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;GNC;GNS_SPF_10-30_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;PTB;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LTL;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GNS;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PS;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2022;LHM;LHP_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;FPO;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2018;NK;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2018;PTM;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;PS;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;GNS;LLS_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
NIR;2016;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;HMD;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LLS;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHM;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LLS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;GNS;FPN_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;FPN;PTB_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LA;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHP;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;OTT;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GTR;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GNS;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPN;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2020;PS;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPO;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;FPO;NK;#VALUE!;;;;;;;;;;;;;;
ENG;2017;GNC;GNS_SPF_10-30_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;OTT;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;LLS;LLD_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;SV;SX_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2016;LHM;LHP_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHP;LH_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;OTB;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;PTB;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;FPO;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;OTM;PTM_SPF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTR;OTB_MCD_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LLS;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LLS;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;DRB;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;PTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LTL;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GNS;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IOM;2017;FPO;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;GNS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LTL;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;PTM;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
GRC;2016;PS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;HMD;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;PTB;OTB_DEF_90-104_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;FPO;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LLS;LHM_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LTL;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;OTB;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHM;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;OTB;PTM_SPF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;LLS;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LHP;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;OTT;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;SV;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTT;OTB_CRU_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2015;LHM;LHP_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;NK;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2013;LTL;LHP_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2020;FPO;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;OTB;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;SSC;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GNS;GTR_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
DEU;2023;TBB;NK;#VALUE!;;;;;;;;;;;;;;
FRA;2017;NO;FOO_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GNS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IOM;2018;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHM;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;DRB;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2017;GNS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GTN;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHP;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GNS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GTN;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;HMD;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LLS;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2023;GNC;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;DRB;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;OTT;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LLD;LHM_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;FPO;PTM_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2014;OTB;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;TBB;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTT;PTM_SPF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;GTR;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTR;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LTL;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;OTT;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2020;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2017;FPO;PTM_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;FPO;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GNS;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2015;OTT;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2015;NO;FOO_CRU_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;TBB;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LLD;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHM;PS_LPF_>=14_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;OTB;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHM;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ITA;2013;SB;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2019;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IOM;2015;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTT;OTB_MCD_90-99_1_270;#VALUE!;;;;;;;;;;;;;;
DNK;2017;PTM;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
PRT;2015;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GTR;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;GTR;GNS_CRU_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;OTT;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2020;LLS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHM;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;LLS;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;DRB;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2018;GTR;GNS_CRU_50-70_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2023;GNS;GTR_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHM;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2013;OTB;OTM_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;SV;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2021;GTN;GTR_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTT;OTB_MCD_90-99_1_300;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;PTB;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;LHP;FPO_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;SV;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;GTR;GNS_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;LLD;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2013;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTN;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LLD;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2018;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;OTM;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;DRB;GND_SPF_31-39_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHP;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2017;LHM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;GTR;GNS_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2015;LHM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHP;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;HMD;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LLD;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;OTB;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;OTM;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
CYP;2021;GTN;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2016;LHM;LHP_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LTL;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;NK;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LTL;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LLD;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;OTT;OTB_CRU_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;FYK;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2016;PTB;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHM;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2015;DRB;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2022;OTM;OTB_MCD_90-99_1_300;#VALUE!;;;;;;;;;;;;;;
DNK;2019;GTR;GNS_DEF_10-30_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2019;LLS;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GTR;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;FPO;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;OTT;OTB_MCD_90-99_1_180;#VALUE!;;;;;;;;;;;;;;
ESP;2014;FPO;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHM;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2014;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPO;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GNS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;FPO;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHP;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;PTB;OTB_MCD_90-99_1_300;#VALUE!;;;;;;;;;;;;;;
IRL;2014;OTB;PTM_SPF_40-54_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;SDN;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;PS;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;OTT;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;PS;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;LLS;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
NIR;2015;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLS;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
IOM;2020;LLS;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GTR;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2023;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;FPO;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHP;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;FPO;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2016;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;FPO;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LTL;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTN;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;OTM;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;PTB;OTB_MCD_90-99_1_300;#VALUE!;;;;;;;;;;;;;;
PRT;2022;DRB;GTR_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;OTT;PTM_SPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GNC;LHP_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LA;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GTN;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2022;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;PS;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;GNS;PTM_SPF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2020;LHM;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2023;FPO;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2016;GTR;GNS_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;GTR;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
