country_code;year;gear_type;metier;mismatch;;Count of mismatch;Column Labels;;;;;;;;;;;
FRA;2015;NO;FOO_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;OTT;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;OTB;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;GNS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;DRB;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GTR;PS_SPF_>=14_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;OTT;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;LLS;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LTL;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2019;LLS;NK;#VALUE!;;;;;;;;;;;;;;
GRC;2017;FPO;SV_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;FPO;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTT;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LA;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;FPO;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LTL;FWR_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;LHM;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHM;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;GNS;GTR_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GNC;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LLS;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;LHP;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2019;GND;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTM;OTB_DEF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2017;NO;DIV_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LTL;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;TBB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;LLS;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHP;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;DRB;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2014;GTR;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LLS;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2017;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTB;PTM_SPF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;PS;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;OTB;PTM_SPF_32-39_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNC;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2016;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GTN;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHM;MIS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;SV;SX_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;FPO;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;OTB;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHM;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;HMD;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GNS;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2018;FPO;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;OTB;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2015;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2014;FPO;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2016;GNS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;PS;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;OTM;PTM_LPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;OTT;OTB_MCD_90-99_1_300;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHP;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;GTR;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;HMD;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTR;NK;#VALUE!;;;;;;;;;;;;;;
SCO;2017;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;OTB;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHP;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2017;OTB;TBB_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;TBB;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GND;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GTR;GNS_CRU_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;OTM;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2022;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;PTB;OTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;HMD;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2017;DRB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2020;OTB;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;LLD;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;LLS;GNS_DEF_>=157_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2019;NO;DIV_DES_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;PTB;OTB_MCD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTR;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;PS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2014;LTL;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2022;LLS;PS_SPF_>=14_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2016;PTB;OTB_DWS_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;LHM;LHP_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;FPO;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;GTR;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;GTR;GNS_CRU_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;NK;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2017;DRB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2019;PTB;OTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2023;LHM;LHP_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTT;OTB_CRU_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;GND;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ROU;2020;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;SV;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;LLS;FPN_CAT_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GNC;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;FYK;FPN_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;GTR;FPN_CAT_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;FPN;GNS_SPF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2023;NK;LLS_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;DRB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2022;DRB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LLD;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2018;LHM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHP;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;FPO;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHM;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LHM;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LNB;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2014;OTB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2016;FPO;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GNC;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GNS;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;DRB;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHM;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;GNS;PTM_SPF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;GTR;GNS_DEF_32-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;PS;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;OTM;LHP_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2020;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHP;MIS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;LLS;LLD_ANA_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2013;OTM;PTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2023;LHM;LHP_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;OTB;OTM_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;GTR;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;LHP;OTB_MCD_90-99_1_270;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GNC;GNS_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GNS;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LHP;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LA;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GTR;GNS_ANA_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHP;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;GTR;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2020;DRB;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;LHP;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;LHM;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
HRV;2017;GTN;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;GNS;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2013;OTB;PTM_SPF_32-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;PS;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;LLS;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2021;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;FPO;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2019;DRB;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTB;TBB_CRU_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2016;GNC;GNS_SPF_10-30_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;OTT;OTB_CRU_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2019;GTN;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2012;GND;PTM_SPF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;FPO;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLD;LH_FIF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LTL;GNS_DEF_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTR;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLS;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;LHM;MIS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IOM;2016;LLS;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTB;PTM_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GNS;HMD_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LLS;LHM_DWS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LTL;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GTR;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;LLS;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;LLD;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;LHP;OTB_CRU_32-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHM;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;LHP;LH_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2013;LHP;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2013;GNS;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;GTR;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;FPN;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;FPO;PTM_SPF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;SV;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GTR;FPO_FIF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHM;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2016;LNB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2014;OTM;OTB_CRU_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2019;OTB;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
SVN;2015;LHM;LHP_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;FPO;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTR;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2015;OTB;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2021;LLS;PS_SPF_>=14_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;GNC;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LHP;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2016;FPN;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTN;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2018;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
POL;2020;GTR;GNS_FWS_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;FPO;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;PS;MIS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;GNS;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
PRT;2018;FPO;GNS_DEF_80-89_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GNS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2022;PS;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2016;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2022;PS;GTR_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;OTB;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;LHM;LTL_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;PS;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;GTN;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;FPO;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTN;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
FIN;2016;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2015;OTM;OTB_MCD_90-99_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;LLS;NK;#VALUE!;;;;;;;;;;;;;;
FRA;2015;SV;SB_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;LLS;NK;#VALUE!;;;;;;;;;;;;;;
PRT;2015;LLS;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ROU;2016;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
GRC;2022;OTB;GTR_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;LTL;PS_SPF_10-31_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;LHP;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
FRA;2014;PTB;OTB_CEP_70-89_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2020;GND;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTT;OTB_MCD_90-99_1_270;#VALUE!;;;;;;;;;;;;;;
ESP;2019;LHP;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2013;PTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;OTB;PTB_MPD_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2022;GTR;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTN;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GNS;DRB_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2017;PS;GNS_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;FPO;TBB_MOL_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2013;GTR;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHP;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;TBB;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2017;GTR;GNS_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;FPO;GNS_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GNS;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;FPO;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTN;FPO_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2015;GNS;PTM_LPF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2018;GTR;GNS_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GTR;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2016;FPO;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;HMD;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2016;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;DRB;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2014;GNC;GNS_DEF_10-30_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;LTL;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2021;GND;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2016;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTN;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;DRB;GTR_DEF_50-59_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;OTT;OTB_MCD_90-99_1_140;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTB;SSC_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;TBB;SDN_MCF_55-64_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;OTT;OTB_DEF_105-115_1_120;#VALUE!;;;;;;;;;;;;;;
PRT;2016;NO;MIS_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2020;LLD;LLS_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GNS;NK;#VALUE!;;;;;;;;;;;;;;
IRL;2018;OTT;OTB_DEF_70-99_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2021;GTR;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;NK;GTR_DEF_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2014;GTN;GNS_SLP_>=16_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2018;FPN;FPO_CRU_>0_0_0;#VALUE!;;;;;;;;;;;;;;
BGR;2021;NO;DIV_MOL_0_0_0;#VALUE!;;;;;;;;;;;;;;
DEU;2020;TBB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2018;GTR;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;PTB;NK;#VALUE!;;;;;;;;;;;;;;
ESP;2023;LHP;LHM_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2018;GTR;GNS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LLS;LHM_SPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
SCO;2015;LHP;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;GTR;OTB_DEF_>=120_3_120;#VALUE!;;;;;;;;;;;;;;
IRL;2015;LHM;LHP_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;PTM;OTM_LPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2020;GTR;LHM_CEP_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2019;FPN;TBB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;PTM;OTB_DEF_100-119_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2023;GTR;NK;#VALUE!;;;;;;;;;;;;;;
DNK;2019;OTB;LLD_DEF_0_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;PTB;OTB_MCD_90-99_1_300;#VALUE!;;;;;;;;;;;;;;
ESP;2019;FPO;GNS_DEF_60-69_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2014;OTM;OTB_SPF_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2017;PTM;OTB_DEF_<16_0_0;#VALUE!;;;;;;;;;;;;;;
ENG;2016;LLS;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2021;OTT;OTB_DEF_>=120_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2021;OTM;OTB_CRU_16-31_0_0;#VALUE!;;;;;;;;;;;;;;
DNK;2023;GND;GNS_DEF_110-156_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2015;OTB;GNS_DEF_>=220_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2013;LHM;FPO_MOL_>0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2019;LLS;LLD_LPF_0_0_0;#VALUE!;;;;;;;;;;;;;;
PRT;2015;GTN;GNS_DEF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
IRL;2023;GND;GNS_DEF_120-219_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;GND;PS_SPF_>0_0_0;#VALUE!;;;;;;;;;;;;;;
ESP;2019;OTM;MIS_MIS_0_0_0;#VALUE!;;;;;;;;;;;;;;
